,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,Type
10,1,23,2015,July,27,1,0,4,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,123.0,0,0,Canceled,2015-06-23,Resort
11,0,35,2015,July,27,1,0,4,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        240,       NULL,0,Transient,145.0,0,0,Check-Out,2015-07-05,Resort
12,0,68,2015,July,27,1,0,4,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,D               ,E               ,0,No Deposit,        240,       NULL,0,Transient,97.0,0,3,Check-Out,2015-07-05,Resort
13,0,18,2015,July,27,1,0,4,2,1.0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,G               ,G               ,1,No Deposit,        241,       NULL,0,Transient,154.77,0,1,Check-Out,2015-07-05,Resort
14,0,37,2015,July,27,1,0,4,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        241,       NULL,0,Transient,94.71,0,0,Check-Out,2015-07-05,Resort
15,0,68,2015,July,27,1,0,4,2,0.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,E               ,0,No Deposit,        240,       NULL,0,Transient,97.0,0,3,Check-Out,2015-07-05,Resort
16,0,37,2015,July,27,1,0,4,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,          8,       NULL,0,Contract,97.5,0,0,Check-Out,2015-07-05,Resort
17,0,12,2015,July,27,1,0,1,2,0.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,E               ,0,No Deposit,        240,       NULL,0,Transient,88.2,0,0,Check-Out,2015-07-02,Resort
18,0,0,2015,July,27,1,0,1,2,0.0,0,BB       ,FRA,Corporate,Corporate,0,0,0,A               ,G               ,0,No Deposit,       NULL,        110,0,Transient,107.42,0,0,Check-Out,2015-07-02,Resort
19,0,7,2015,July,27,1,0,4,2,0.0,0,BB       ,GBR,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit,        250,       NULL,0,Transient,153.0,0,1,Check-Out,2015-07-05,Resort
20,0,37,2015,July,27,1,1,4,1,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit,        241,       NULL,0,Transient,97.29,0,1,Check-Out,2015-07-06,Resort
21,0,72,2015,July,27,1,2,4,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit,        250,       NULL,0,Transient,84.67,0,1,Check-Out,2015-07-07,Resort
22,0,72,2015,July,27,1,2,4,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit,        250,       NULL,0,Transient,84.67,0,1,Check-Out,2015-07-07,Resort
23,0,72,2015,July,27,1,2,4,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit,        250,       NULL,0,Transient,99.67,0,1,Check-Out,2015-07-07,Resort
24,0,127,2015,July,27,1,2,5,2,0.0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,I               ,0,No Deposit,        115,       NULL,0,Contract,94.95,0,1,Check-Out,2015-07-01,Resort
25,0,78,2015,July,27,1,2,5,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,          5,       NULL,0,Transient,63.6,1,0,Check-Out,2015-07-08,Resort
26,0,48,2015,July,27,1,2,5,2,0.0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,          8,       NULL,0,Contract,79.5,0,0,Check-Out,2015-07-08,Resort
27,1,60,2015,July,27,1,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,107.0,0,2,Canceled,2015-05-11,Resort
28,0,77,2015,July,27,1,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,94.0,0,0,Check-Out,2015-07-08,Resort
29,0,99,2015,July,27,1,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        240,       NULL,0,Transient,87.3,1,1,Check-Out,2015-07-08,Resort
30,0,118,2015,July,27,1,4,10,1,0.0,0,BB       ,,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit,       NULL,       NULL,0,Transient,62.0,0,2,Check-Out,2015-07-15,Resort
31,0,95,2015,July,27,1,4,11,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        241,       NULL,0,Transient,63.86,0,0,Check-Out,2015-07-16,Resort
32,1,96,2015,July,27,1,2,8,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit,       NULL,       NULL,0,Transient,108.3,0,2,Canceled,2015-05-29,Resort
33,0,69,2015,July,27,2,2,4,2,0.0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        175,       NULL,0,Transient,65.5,0,0,Check-Out,2015-07-08,Resort
34,1,45,2015,July,27,2,1,3,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        241,       NULL,0,Transient,108.8,0,1,Canceled,2015-05-19,Resort
35,1,40,2015,July,27,2,1,3,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        241,       NULL,0,Transient,108.8,0,1,Canceled,2015-06-19,Resort
36,0,15,2015,July,27,2,1,3,2,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,98.0,0,0,Check-Out,2015-07-06,Resort
37,0,36,2015,July,27,2,1,3,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        241,       NULL,0,Transient,108.8,0,1,Check-Out,2015-07-06,Resort
38,1,43,2015,July,27,2,1,3,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        241,       NULL,0,Transient,108.8,0,0,Canceled,2015-05-23,Resort
39,0,70,2015,July,27,2,2,3,2,0.0,0,HB       ,ROU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit,        250,       NULL,0,Transient,137.0,0,1,Check-Out,2015-07-07,Resort
40,1,45,2015,July,27,2,2,3,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        241,       NULL,0,Transient,117.81,0,0,Canceled,2015-05-18,Resort
41,0,45,2015,July,27,2,2,3,2,0.0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,          8,       NULL,0,Contract,79.5,0,0,Check-Out,2015-07-07,Resort
42,0,16,2015,July,27,2,2,3,2,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit,       NULL,       NULL,0,Transient,123.0,0,0,Check-Out,2015-07-07,Resort
43,0,70,2015,July,27,2,2,3,2,0.0,0,HB       ,ROU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit,        250,       NULL,0,Transient,137.0,0,1,Check-Out,2015-07-07,Resort
44,0,107,2015,July,27,2,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,110.7,0,2,Check-Out,2015-07-09,Resort
45,1,47,2015,July,27,2,2,5,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        240,       NULL,0,Transient,153.0,0,0,Canceled,2015-06-02,Resort
46,0,96,2015,July,27,2,2,5,2,0.0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        134,       NULL,0,Transient,58.95,0,1,Check-Out,2015-07-09,Resort
47,0,113,2015,July,27,2,2,5,2,0.0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        156,       NULL,0,Transient-Party,82.88,0,2,Check-Out,2015-07-09,Resort
48,0,90,2015,July,27,2,2,5,2,0.0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,B               ,1,No Deposit,        243,       NULL,0,Contract,82.35,0,0,Check-Out,2015-07-09,Resort
49,0,50,2015,July,27,2,2,5,2,0.0,0,HB       ,IRL,Online TA,TA/TO,0,0,0,E               ,F               ,1,No Deposit,        241,       NULL,0,Transient,119.35,0,1,Check-Out,2015-07-09,Resort
50,0,113,2015,July,27,2,2,5,2,0.0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        156,       NULL,0,Transient-Party,67.58,0,2,Check-Out,2015-07-09,Resort
51,0,93,2015,July,27,2,3,8,2,0.0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        156,       NULL,0,Contract,56.01,0,0,Check-Out,2015-07-13,Resort
52,0,76,2015,July,27,2,4,10,2,0.0,0,BB       ,OMN,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        243,       NULL,0,Contract,110.7,0,0,Check-Out,2015-07-16,Resort
53,0,3,2015,July,27,2,0,1,2,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,88.2,1,0,Check-Out,2015-07-03,Resort
54,0,1,2015,July,27,2,0,1,2,0.0,0,BB       ,ARG,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit,        240,       NULL,0,Transient,147.0,1,0,Check-Out,2015-07-03,Resort
55,0,1,2015,July,27,2,0,1,2,2.0,0,BB       ,ESP,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit,       NULL,       NULL,0,Transient,107.0,1,2,Check-Out,2015-07-03,Resort
56,0,0,2015,July,27,2,0,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,H               ,H               ,0,No Deposit,       NULL,       NULL,0,Transient,147.0,0,0,Check-Out,2015-07-03,Resort
57,0,0,2015,July,27,2,0,1,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,        240,       NULL,0,Transient,117.9,0,2,Check-Out,2015-07-03,Resort
58,0,0,2015,July,27,2,0,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit,       NULL,       NULL,0,Transient,123.0,0,0,Check-Out,2015-07-03,Resort
59,0,14,2015,July,27,2,0,2,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        242,       NULL,0,Transient,98.0,0,1,Check-Out,2015-07-04,Resort
60,0,10,2015,July,27,2,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        241,       NULL,0,Transient,117.81,0,0,Check-Out,2015-07-04,Resort
61,0,5,2015,July,27,2,0,2,2,0.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,135.0,1,2,Check-Out,2015-07-04,Resort
62,0,17,2015,July,27,2,0,3,2,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit,        250,       NULL,0,Transient,133.0,0,1,Check-Out,2015-07-05,Resort
63,0,93,2015,July,27,2,0,3,2,0.0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        115,       NULL,0,Contract,58.95,0,0,Check-Out,2015-07-05,Resort
64,1,3,2015,July,27,2,0,3,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,136.33,0,2,Canceled,2015-06-29,Resort
65,0,10,2015,July,27,3,0,2,2,2.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,G               ,H               ,0,No Deposit,        240,       NULL,0,Transient,153.0,1,0,Check-Out,2015-07-05,Resort
66,0,3,2015,July,27,3,0,2,2,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,110.5,0,0,Check-Out,2015-07-05,Resort
67,0,51,2015,July,27,3,0,2,2,0.0,0,BB       ,POL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        242,       NULL,0,Transient,97.0,0,0,Check-Out,2015-07-05,Resort
68,1,71,2015,July,27,3,0,2,3,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        242,       NULL,0,Transient,110.3,0,2,Canceled,2015-06-16,Resort
69,1,63,2015,July,27,3,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,82.0,0,2,Canceled,2015-06-18,Resort
70,1,62,2015,July,27,3,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        240,       NULL,0,Transient,97.0,0,1,Canceled,2015-07-03,Resort
71,1,101,2015,July,27,3,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,73.8,0,1,Canceled,2015-06-12,Resort
72,0,2,2015,July,27,3,0,2,2,0.0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,          3,       NULL,0,Transient,91.5,0,0,Check-Out,2015-07-05,Resort
73,0,15,2015,July,27,3,0,2,2,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,114.5,0,0,Check-Out,2015-07-05,Resort
74,1,51,2015,July,27,3,0,2,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        242,       NULL,0,Transient,110.3,0,0,Canceled,2015-06-09,Resort
75,0,3,2015,July,27,3,1,2,2,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,90.9,1,0,Check-Out,2015-07-06,Resort
76,1,48,2015,July,27,3,1,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,123.0,0,0,Canceled,2015-05-26,Resort
77,0,2,2015,July,27,3,2,2,1,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,122.0,0,0,Check-Out,2015-07-07,Resort
78,0,72,2015,July,27,3,2,2,2,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        105,       NULL,0,Transient,110.7,1,0,Check-Out,2015-07-07,Resort
79,0,81,2015,July,27,3,2,6,3,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,          5,       NULL,0,Transient,85.86,0,0,Check-Out,2015-07-11,Resort
80,0,99,2015,July,27,3,2,7,2,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,         40,       NULL,0,Contract,58.95,0,0,Check-Out,2015-07-12,Resort
81,1,368,2015,July,27,3,3,7,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,         40,       NULL,0,Contract,55.68,0,0,Canceled,2015-05-19,Resort
82,0,364,2015,July,27,3,3,7,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,         40,       NULL,0,Contract,55.68,0,0,Check-Out,2015-07-13,Resort
83,1,81,2015,July,27,3,3,7,2,0.0,0,HB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit,        250,       NULL,0,Transient,124.0,0,1,Canceled,2015-06-09,Resort
84,0,99,2015,July,27,3,3,7,2,0.0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        115,       NULL,0,Contract,111.15,0,0,Check-Out,2015-07-13,Resort
85,0,324,2015,July,27,3,4,10,2,0.0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,         40,       NULL,0,Contract,134.73,0,0,Check-Out,2015-07-17,Resort
86,0,69,2015,July,27,3,4,10,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit,        241,       NULL,0,Transient,92.45,0,1,Check-Out,2015-07-17,Resort
87,1,79,2015,July,27,3,6,15,2,1.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        242,       NULL,0,Transient,108.73,0,2,Canceled,2015-04-15,Resort
88,0,12,2015,July,27,3,0,1,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,73.8,0,0,Check-Out,2015-07-04,Resort
89,0,9,2015,July,27,3,0,1,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,98.0,1,2,Check-Out,2015-07-04,Resort
90,0,1,2015,July,27,3,0,1,2,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,131.0,0,1,Check-Out,2015-07-04,Resort
91,0,21,2015,July,27,3,0,1,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,123.0,0,0,Check-Out,2015-07-04,Resort
92,0,9,2015,July,27,3,0,1,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit,        241,       NULL,0,Transient,94.71,0,0,Check-Out,2015-07-04,Resort
93,0,109,2015,July,27,3,0,1,2,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,123.0,0,2,Check-Out,2015-07-04,Resort
94,1,109,2015,July,27,3,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,123.0,0,1,Canceled,2015-05-26,Resort
95,1,72,2015,July,27,3,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,73.8,0,1,Canceled,2015-06-29,Resort
96,1,63,2015,July,27,3,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit,        242,       NULL,0,Transient,117.0,0,1,Canceled,2015-05-13,Resort
97,0,63,2015,July,27,3,2,5,3,0.0,0,HB       ,ESP,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        105,       NULL,0,Transient,196.54,0,1,Check-Out,2015-07-10,Resort
98,0,101,2015,July,27,3,2,5,2,1.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        240,       NULL,0,Transient,99.3,1,2,Check-Out,2015-07-10,Resort
99,0,102,2015,July,27,3,2,5,2,0.0,0,BB       ,DEU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit,        250,       NULL,0,Transient,90.95,0,0,Check-Out,2015-07-10,Resort
100,0,4,2015,July,27,4,2,1,2,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,C               ,0,No Deposit,        250,       NULL,0,Transient,92.67,0,1,Check-Out,2015-07-07,Resort
101,0,98,2015,July,27,4,2,1,2,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,          8,       NULL,0,Transient,71.55,1,0,Check-Out,2015-07-07,Resort
102,0,92,2015,July,27,4,2,4,1,2.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,F               ,F               ,0,No Deposit,        241,       NULL,0,Transient,96.49,0,2,Check-Out,2015-07-10,Resort
103,0,95,2015,July,27,4,2,4,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit,        240,       NULL,0,Transient,85.8,1,2,Check-Out,2015-07-10,Resort
104,0,102,2015,July,27,4,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,96.3,0,1,Check-Out,2015-07-11,Resort
105,1,26,2015,July,27,4,2,5,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit,        240,       NULL,0,Transient,163.0,0,0,Canceled,2015-06-09,Resort
106,1,73,2015,July,27,4,2,5,3,0.0,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,        250,       NULL,0,Transient,172.0,0,1,Canceled,2015-05-20,Resort
107,1,102,2015,July,27,4,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,110.7,0,1,Canceled,2015-04-22,Resort
108,0,115,2015,July,27,4,2,5,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        134,       NULL,0,Transient,58.95,0,1,Check-Out,2015-07-11,Resort
109,0,102,2015,July,27,4,2,5,2,0.0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,73.8,0,2,Check-Out,2015-07-11,Resort
110,0,86,2015,July,27,4,2,5,2,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        240,       NULL,0,Transient,97.0,0,2,Check-Out,2015-07-11,Resort
111,0,78,2015,July,27,4,2,5,2,0.0,1,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,F               ,0,No Deposit,        240,       NULL,0,Transient,139.0,0,2,Check-Out,2015-07-11,Resort
112,0,52,2015,July,27,4,2,5,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        147,       NULL,0,Transient,67.24,0,0,Check-Out,2015-07-11,Resort
113,0,29,2015,July,27,4,2,6,3,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        241,       NULL,0,Transient,116.5,0,1,Check-Out,2015-07-12,Resort
114,1,101,2015,July,27,4,2,6,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,96.3,0,1,Canceled,2015-05-12,Resort
115,0,109,2015,July,27,4,2,6,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,123.0,0,1,Check-Out,2015-07-12,Resort
116,0,92,2015,July,27,4,4,6,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,         40,       NULL,0,Contract,71.55,0,1,Check-Out,2015-07-14,Resort
117,0,92,2015,July,27,4,4,6,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,         40,       NULL,0,Contract,71.55,0,1,Check-Out,2015-07-14,Resort
118,0,79,2015,July,27,4,4,6,2,1.0,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit,        250,       NULL,0,Transient,149.0,0,1,Check-Out,2015-07-14,Resort
119,0,2,2015,July,27,4,0,1,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,G               ,1,No Deposit,        240,       NULL,0,Transient,163.0,1,0,Check-Out,2015-07-05,Resort
120,0,30,2015,July,27,4,0,1,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,C               ,0,No Deposit,          8,       NULL,0,Contract,79.5,0,0,Check-Out,2015-07-05,Resort
121,1,51,2015,July,27,4,0,1,1,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,105.0,0,0,Canceled,2015-05-29,Resort
122,1,36,2015,July,27,4,0,1,1,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,G               ,1,No Deposit,        250,       NULL,0,Transient,123.0,0,0,No-Show,2015-07-04,Resort
123,1,73,2015,July,27,4,0,1,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,73.8,0,2,Canceled,2015-05-13,Resort
